f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,isDirty,errRule,errCol,pk
Brahim,Castellanos,F,239,642-1299,SPRING HILL,FL,34606,S,N,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,86568
Gil,Wiel,M,907,560-6103,MANOKOTAK,AK,99628,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,6724
Narutoshi,Aybay,M,307,331-1644,BASIN,WY,82410,S,N,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,26877
Takumi,Pesotchinsky,F,479,580-8305,FRIENDSHIP,AR,71942,M,Y,80000,7.0,0,40,20,True,;Incorrect_Format,;rate,87077
Souji,Rein,F,636,804-6446,TRELOAR,MO,63378,M,N,70000,6.0,0,4200,0,True,;Incorrect_Format,;rate,188780
Shen,Schaeffer,M,706,540-6308,PINEHURST,GA,31070,M,N,15000,6.0,0,5400,0,True,;Incorrect_Format,;rate,189001
Xianfeng,Regan,M,775,392-7446,SPARKS,NV,89434,S,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,132690
Aarti,Coggins,M,605,836-6030,CENTERVILLE,SD,57014,M,N,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,14715
Viresh,Leeuw,M,307,673-1641,MILLS,WY,82644,S,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,141946
Pallavi,Luukkainen,F,202,443-6385,WASHINGTON,DC,20409,S,N,35000,9.0,1370,0,0,True,;Incorrect_Format,;rate,109611
Tiina,Zhiwei,F,775,528-7663,AMARGOSA VALLEY,NV,89020,S,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,120474
Taeko,Thibeault,F,206,699-4813,WAITSBURG,WA,99361,S,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,80228
Neveenta,Rabi,F,702,119-7208,LAS VEGAS,NV,89137,M,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,1284
Sourabh,Benson,M,662,603-9292,HURLEY,MS,39555,S,Y,25000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,137309
Nax,Berend,M,830,388-6706,LIVINGSTON,TX,77399,S,Y,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,97846
Giopi,Knowles,F,907,948-4847,LEVELOCK,AK,99625,M,N,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,121404
Kienchung,Biryukov,M,865,391-3419,ASHLAND CITY,TN,37015,S,Y,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,186557
Saman,Schicker,M,907,460-7192,MEYERS CHUCK,AK,99903,S,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,167727
Andree,Bashian,M,334,378-3040,FAIRHOPE,AL,36533,M,N,85000,5.0,0,3000,0,True,;Incorrect_Format,;rate,81563
Suvo,Lindberg,M,509,986-2336,CINEBAR,WA,98533,S,N,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,22353
Malcolm,Martelli,F,605,405-5135,SUMMIT,SD,57266,M,N,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,128639
Kuhanandha,Reutov,F,435,344-1893,SALT LAKE CITY,UT,84189,S,Y,10000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,31815
Mousheng,Khadilkar,M,816,426-7455,KANSAS CITY,MO,64170,S,N,90000,6.0,2100,0,0,True,;Incorrect_Format,;rate,199560
Kaila,Lovasz,F,314,511-8271,LODI,MO,63950,S,N,75000,6.0,2100,0,0,True,;Incorrect_Format,;rate,104884
Aemilian,Pfisterer,M,775,661-2152,PAHRUMP,NV,89060,M,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,125407
Mathis,Kubiatowicz,M,479,995-6787,EMERSON,AR,71740,S,Y,80000,7.0,20,0,20,True,;Incorrect_Format,;rate,23097
Nobutoshi,Munch,M,816,250-4583,FORSYTH,MO,65653,M,N,55000,6.0,0,4200,0,True,;Incorrect_Format,;rate,89000
Oksana,Oberhuber,F,435,759-6177,TORREY,UT,84775,S,Y,100000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,94071
Yuji,Doering,F,636,381-9169,STET,MO,64680,M,Y,65000,6.0,0,4200,1200,True,;Incorrect_Format,;rate,195319
Edleno,Pictet,M,682,508-1767,PORT ARTHUR,TX,77643,M,N,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,44670
Chandrasekhara,Mihara,M,270,149-2555,LOUISVILLE,KY,40215,S,N,80000,6.0,20,0,0,True,;Incorrect_Format,;rate,92450
Martine,Ulman,F,503,862-6119,LEBANON,OR,97355,M,N,80000,9.0,0,318,0,True,;Incorrect_Format,;rate,190501
Huaxiong,Malita,F,225,680-6622,LAFAYETTE,LA,70506,M,Y,45000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,105604
Elisabeth,Kitayama,F,334,252-1201,ALTOONA,AL,35952,M,N,75000,5.0,0,3000,0,True,;Incorrect_Format,;rate,129044
Shimei,Slobodova,F,731,911-7438,BULLS GAP,TN,37711,M,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,53697
Margriet,Uellner,F,605,190-8377,BARNARD,SD,57426,S,Y,80000,0.0,0,0,0,True,;Incorrect_Format,;rate,23903
Arantza,Terplan,F,561,804-6361,SATELLITE BEACH,FL,32937,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,29800
Hatim,McDonnell,M,915,853-5171,CARROLLTON,TX,75007,M,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,23943
Bhagirath,Buford,F,985,134-2709,NEW ORLEANS,LA,70115,M,N,25000,6.0,0,9000,0,True,;Incorrect_Format,;rate,123325
Xiaofa,Khedro,M,865,141-5271,BRADFORD,TN,38316,S,N,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,165139
Kuriacose,Gerlach,M,251,436-7125,MOBILE,AL,36640,S,Y,65000,5.0,1500,0,300,True,;Incorrect_Format,;rate,74971
Rrob,Passino,M,334,932-2746,SILURIA,AL,35144,M,Y,40000,5.0,0,3000,300,True,;Incorrect_Format,;rate,41603
Noga,Tempesti,M,801,699-4161,BOULDER,UT,84716,S,Y,95000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,91063
Hidehito,Khadilkar,M,504,615-2882,TALISHEEK,LA,70464,M,N,100000,6.0,0,9000,0,True,;Incorrect_Format,;rate,182024
Jangsu,Crames,M,702,830-1471,HAWTHORNE,NV,89415,M,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,11043
Gun,Graber,M,605,688-8338,WORTHING,SD,57077,M,N,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,13277
Ericka,Etzioni,F,605,662-3215,WOUNDED KNEE,SD,57794,M,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,5474
Bonghee,Zapatrin,F,706,673-9226,NORCROSS,GA,30010,M,N,50000,6.0,0,5400,0,True,;Incorrect_Format,;rate,189544
Guilherme,Finsterwalder,F,417,942-2061,CAPE GIRARDEAU,MO,63701,M,Y,40000,6.0,0,4200,1200,True,;Incorrect_Format,;rate,18862
Jaume,Mitchem,M,605,157-7582,VIENNA,SD,57271,S,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,18310
Plamenka,Rosenmann,F,662,777-5983,FULTON,MS,38843,S,N,85000,5.0,6000,0,0,True,;Incorrect_Format,;rate,8114
Fiorella,Verhaegh,M,775,411-4458,RUBY VALLEY,NV,89833,S,N,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,179853
Uno,DuCasse,M,901,935-1027,SUNBRIGHT,TN,37872,M,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,190299
Dhananjay,Tiberghien,F,769,839-4084,MADDEN,MS,39109,S,Y,95000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,147542
Heeseok,Druffel,F,618,266-8891,HINCKLEY,IL,60520,M,Y,55000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,41936
Jinhua,Larus,M,307,408-3958,DOUGLAS,WY,82633,S,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,181567
Julian,Portinale,F,202,727-8622,WASHINGTON,DC,20533,M,N,40000,9.0,0,2740,0,True,;Incorrect_Format,;rate,71443
Donal,Priami,F,605,514-1518,DELMONT,SD,57330,M,N,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,91271
Menas,Cannata,F,432,313-8009,ANDREWS,TX,79714,S,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,1252
Maneesh,Khang,M,334,402-9455,WADLEY,AL,36276,S,N,60000,5.0,1500,0,0,True,;Incorrect_Format,;rate,135569
Loan,Fosse,M,713,363-9107,CRANDALL,TX,75114,S,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,93769
Steve,Hader,M,503,981-1175,FRENCHGLEN,OR,97736,S,Y,95000,9.0,159,0,159,True,;Incorrect_Format,;rate,130714
eva,Validov,F,907,514-1830,SAND POINT,AK,99661,S,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,100098
Yanling,Riis,M,803,532-3956,LANDRUM,SC,29356,S,Y,85000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,73902
Ewart,Hercksen,M,815,954-6659,ELEROY,IL,61027,M,Y,75000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,134230
Kok,Israel,F,256,476-3635,LEIGHTON,AL,35646,M,Y,40000,5.0,0,3000,300,True,;Incorrect_Format,;rate,196623
Kerhong,Batzoglou,M,251,297-8083,BROOKWOOD,AL,35444,S,N,85000,5.0,1500,0,0,True,;Incorrect_Format,;rate,99493
Tzee,Ruano,M,314,345-7935,BRIAR,MO,63931,M,N,100000,6.0,0,4200,0,True,;Incorrect_Format,;rate,38665
Hon,Yamashita,F,205,925-2849,MOBILE,AL,36611,M,N,85000,5.0,0,3000,0,True,;Incorrect_Format,;rate,151727
Yahya,Balder,M,907,719-9573,KOYUKUK,AK,99754,M,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,2141
Melek,Nasser,M,731,256-6562,LIVINGSTON,TN,38570,M,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,163640
Xiaobin,Schoenig,F,775,847-7881,LAS VEGAS,NV,89148,S,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,4802
Zito,Lubarsky,M,731,207-9559,GIBSON,TN,38338,S,Y,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,22893
Lou,Luef,M,318,533-9493,MARKSVILLE,LA,71351,M,Y,50000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,122926
Kesavan,Kane,M,337,442-3930,CAMPTI,LA,71411,M,N,40000,6.0,0,9000,0,True,;Incorrect_Format,;rate,95564
Soha,Aghili,F,662,849-2477,MC HENRY,MS,39561,S,Y,65000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,109045
Qirui,Baalbergen,M,903,248-9660,SPLENDORA,TX,77372,S,N,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,55923
Tuyan,Lust,F,870,880-6215,MELLWOOD,AR,72367,M,N,30000,7.0,0,40,0,True,;Incorrect_Format,;rate,190102
Lenhart,Maassen,M,541,632-5429,BANDON,OR,97411,S,Y,60000,9.0,159,0,159,True,;Incorrect_Format,;rate,89647
Agusti,Suessmith,F,423,210-5084,DRESDEN,TN,38225,M,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,130283
Haklin,Pascual,F,307,786-5493,HILLSDALE,WY,82060,S,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,13810
Mones,Bertsekas,F,337,630-8103,WINNSBORO,LA,71295,M,Y,45000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,28783
Xinyao,Mackie,F,205,309-1730,ADAMSVILLE,AL,35005,M,N,20000,5.0,0,3000,0,True,;Incorrect_Format,;rate,37223
Mark,Olivo,M,727,150-6332,HIALEAH,FL,33018,M,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,113907
Boijdar,Duijvestijn,F,334,551-6627,ETHELSVILLE,AL,35461,M,N,40000,5.0,0,3000,0,True,;Incorrect_Format,;rate,183070
Dinah,Rullman,M,847,279-4694,RICHTON PARK,IL,60471,M,Y,80000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,8918
Maeve,Bitan,F,815,257-8993,BOWEN,IL,62316,S,Y,45000,3.0,2000,0,2000,True,;Incorrect_Format,;rate,3291
Polina,Picht,M,971,860-8856,BEAVER,OR,97108,M,N,45000,9.0,0,318,0,True,;Incorrect_Format,;rate,116863
Frantisek,Tummala,M,307,895-5742,HARTVILLE,WY,82215,S,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,55870
Tanja,Speyerer,M,708,924-7977,CHICAGO,IL,60646,M,Y,35000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,44821
Belli,Eby,F,907,479-2224,ANGOON,AK,99820,S,N,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,12282
Naren,Hoang,M,205,110-1296,ETHELSVILLE,AL,35461,S,N,55000,5.0,1500,0,0,True,;Incorrect_Format,;rate,78027
Neal,Ozery,M,815,708-7186,HUNTSVILLE,IL,62344,M,N,80000,3.0,0,4000,0,True,;Incorrect_Format,;rate,14650
Xue,Galiana,M,605,651-6843,SIOUX FALLS,SD,57110,M,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,8924
Jayanta,Kaltofen,M,206,273-5091,MERCER ISLAND,WA,98040,M,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,189691
Arunachalam,Lotem,M,305,436-1767,APALACHICOLA,FL,32320,M,Y,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,132244
Dipti,Dress,M,678,209-6124,CLAXTON,GA,30417,M,Y,10000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,81177
Tzilla,Feltelson,M,224,542-2025,SAYBROOK,IL,61770,M,N,30000,3.0,0,4000,0,True,;Incorrect_Format,;rate,44679
Taokuan,Mutlu,F,417,625-5328,DOE RUN,MO,63637,M,Y,40000,6.0,0,4200,1200,True,;Incorrect_Format,;rate,93138
YaLing,Schultis,F,985,371-3291,NEW ORLEANS,LA,70130,M,Y,70000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,157299
Ganapathy,Waschkowski,M,801,933-2388,LOGAN,UT,84321,M,N,100000,7.0,0,4950,0,True,;Incorrect_Format,;rate,198243
Eirik,Gascon,F,309,935-7461,OGDEN,IL,61859,S,Y,80000,3.0,2000,0,2000,True,;Incorrect_Format,;rate,192580
Kyle,Sullins,M,907,621-1648,EMMONAK,AK,99581,S,Y,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,35176
Jogg,Mellouli,M,907,348-3793,HOUSTON,AK,99694,M,N,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,123075
Gayle,Boguraev,F,417,943-8663,MOORESVILLE,MO,64664,M,N,95000,6.0,0,4200,0,True,;Incorrect_Format,;rate,54986
Aran,Schach,F,803,299-3211,WEST UNION,SC,29696,S,N,95000,7.0,3300,0,0,True,;Incorrect_Format,;rate,34275
Aurelie,Bellotti,M,936,946-7434,LA FERIA,TX,78559,M,N,80000,0.0,0,0,0,True,;Incorrect_Format,;rate,195166
Yanni,Favero,M,907,683-1674,CLARKS POINT,AK,99569,M,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,198280
Uresh,Salvadori,F,731,537-1120,TALBOTT,TN,37877,S,N,80000,0.0,0,0,0,True,;Incorrect_Format,;rate,108051
Fumihiko,Ohtsu,F,479,183-6567,WYNNE,AR,72396,S,N,60000,7.0,20,0,0,True,;Incorrect_Format,;rate,53406
Yonghoan,Ashley,F,479,226-9207,HOPE,AR,71801,M,Y,95000,7.0,0,40,20,True,;Incorrect_Format,;rate,72634
Zhenzhong,Luesebrink,F,702,657-7497,VALMY,NV,89438,M,Y,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,110844
Terunao,Christ,F,864,131-8155,SUMTER,SC,29154,M,N,20000,7.0,0,6600,0,True,;Incorrect_Format,;rate,150475
Ioana,Niedderreiter,F,309,137-6787,CRYSTAL LAKE,IL,60014,S,N,95000,3.0,2000,0,0,True,;Incorrect_Format,;rate,74070
Hatsukazu,Gornas,F,435,367-4799,HURRICANE,UT,84737,S,Y,90000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,9713
Marlo,Krull,M,509,428-4506,WAITSBURG,WA,99361,M,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,100797
Velimir,Kahl,M,318,878-4693,BATON ROUGE,LA,70809,S,Y,60000,6.0,4500,0,1000,True,;Incorrect_Format,;rate,70119
Zeger,Gorenstein,F,940,833-9311,FATE,TX,75132,S,N,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,122011
Grammati,Kerm,F,660,122-1448,GALT,MO,64641,S,Y,10000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,21068
Ottavia,Goullioud,F,817,559-1577,DALLAS,TX,75261,S,N,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,118860
Yon,Khoshnevisan,F,304,301-5795,RIPLEY,WV,25271,M,N,5000,3.0,0,4000,0,True,;Incorrect_Format,;rate,104445
Anita,Schmedding,F,307,903-6780,ARAPAHOE-*,WY,82510,M,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,100232
Tamir,Razek,F,605,204-3396,PICKSTOWN,SD,57367,M,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,124359
Felipe,Pappas,M,407,132-1482,HUDSON,FL,34669,M,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,47264
Biswanath,Pietracaprina,F,541,984-7359,RIDDLE,OR,97469,S,N,50000,9.0,159,0,0,True,;Incorrect_Format,;rate,160352
Chunhong,Scalabrin,M,501,392-3081,LEAD HILL,AR,72644,M,N,50000,7.0,0,40,0,True,;Incorrect_Format,;rate,99777
Knuth,Linehan,F,605,576-8186,RAPID CITY,SD,57702,M,N,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,26288
Rajeshkumar,Burgard,F,931,787-7615,FOSTERVILLE,TN,37063,S,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,179473
Helen,Butterworth,F,907,471-4918,FORT GREELY,AK,99731,S,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,149405
Antero,Selvestrel,F,754,548-8795,BOCA RATON,FL,33486,M,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,103837
Fredrik,Jenevein,F,469,471-9057,BEN FRANKLIN,TX,75415,S,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,151810
Shilpa,Lascarides,F,915,891-4232,AUSTIN,TX,78705,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,89666
Toru,Pavlotskaya,F,601,374-6402,BUDE,MS,39630,S,N,45000,5.0,6000,0,0,True,;Incorrect_Format,;rate,31110
Hyung,Bodla,F,360,190-6864,NAHCOTTA,WA,98637,M,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,179216
Can,Rego,M,404,668-7592,KITE,GA,31049,M,N,40000,6.0,0,5400,0,True,;Incorrect_Format,;rate,31914
Jovanna,Nemetz,F,503,257-3355,DUFUR,OR,97021,M,N,95000,9.0,0,318,0,True,;Incorrect_Format,;rate,99295
Amihood,Levenshtein,F,702,200-4664,ZEPHYR COVE,NV,89448,S,Y,80000,0.0,0,0,0,True,;Incorrect_Format,;rate,110865
Roberto,Rani,F,864,997-9370,COLUMBIA,SC,29224,M,N,75000,7.0,0,6600,0,True,;Incorrect_Format,;rate,51545
Kenroku,Sergot,F,305,952-7183,GAINESVILLE,FL,32609,M,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,66850
Romulus,Dekhtjar,F,702,797-3864,INCLINE VILLAGE,NV,89451,M,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,82257
Jing,Bena,F,678,586-1458,ATHENS,GA,30604,S,N,45000,6.0,2700,0,0,True,;Incorrect_Format,;rate,113702
Eivor,Mazene,F,682,918-6616,CORPUS CHRISTI,TX,78460,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,74439
Aspi,Hirschler,M,256,738-7284,MILLPORT,AL,35576,M,Y,25000,5.0,0,3000,300,True,;Incorrect_Format,;rate,127110
Meliu,Wache,M,605,256-8219,CANISTOTA,SD,57012,M,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,124565
Pythagoras,Hopewell,F,801,751-3954,BOUNTIFUL,UT,84010,M,N,55000,7.0,0,4950,0,True,;Incorrect_Format,;rate,183519
Mariette,Smagt,F,435,268-2564,ELBERTA,UT,84626,S,N,25000,7.0,2475,0,0,True,;Incorrect_Format,;rate,80989
Grigoris,Dehais,F,501,578-2835,OZONE,AR,72854,M,Y,30000,7.0,0,40,20,True,;Incorrect_Format,;rate,86603
Terresa,Wolfram,M,512,574-3444,VERNON,TX,76385,S,Y,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,129559
Chamond,Martyna,F,843,187-5611,FAIR PLAY,SC,29643,S,Y,20000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,118325
Tobin,Lafouge,M,503,631-5195,EAGLE POINT,OR,97524,M,N,65000,9.0,0,318,0,True,;Incorrect_Format,;rate,147956
JooFung,Fabrizio,M,618,741-3474,DECATUR,IL,62521,S,Y,60000,3.0,2000,0,2000,True,;Incorrect_Format,;rate,115020
Akash,Gaudioso,M,601,334-7000,JACKSON,MS,39282,S,Y,20000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,130063
Zohel,Rabejac,F,361,643-5644,NAZARETH,TX,79063,M,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,51887
Galen,Ianov,M,228,523-7309,COAHOMA,MS,38617,M,N,95000,5.0,0,12000,0,True,;Incorrect_Format,;rate,93402
Bradd,Sudmann,F,307,510-6209,LAGRANGE,WY,82221,S,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,48838
Gershon,Ruohonen,F,702,729-7013,ELKO,NV,89802,S,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,101793
Theordore,Dresler,F,541,966-6933,BRIDAL VEIL,OR,97010,M,N,50000,9.0,0,318,0,True,;Incorrect_Format,;rate,45133
Boban,Butcher,F,870,619-6570,PRIM,AR,72130,S,Y,85000,7.0,20,0,20,True,;Incorrect_Format,;rate,112395
Takanari,Guski,M,217,972-5571,PLANO,IL,60545,M,Y,40000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,178278
Nobutaka,Krischer,M,334,684-1620,SYLACAUGA,AL,35150,M,Y,35000,5.0,0,3000,300,True,;Incorrect_Format,;rate,130980
Vuk,Lucio,F,307,945-8043,VETERAN,WY,82243,S,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,175815
Amal,Pargas,F,423,363-9737,MOUNT CARMEL,TN,37645,M,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,152984
Evelyn,Conte,F,601,979-5426,LULA,MS,38644,S,N,35000,5.0,6000,0,0,True,;Incorrect_Format,;rate,91607
Cyr,Press,F,636,955-6398,SAINT LOUIS,MO,63177,S,Y,95000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,23935
Divyakant,Spong,M,843,669-5286,HUGER,SC,29450,S,N,50000,7.0,3300,0,0,True,;Incorrect_Format,;rate,23321
Katsumasa,Jiang,F,307,284-2401,FORT LARAMIE,WY,82212,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,116103
Tetra,Cavallo,M,936,924-4885,EL PASO,TX,79968,M,Y,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,96228
Tzee,Kruck,M,843,238-1362,LITTLE ROCK,SC,29567,S,N,15000,7.0,3300,0,0,True,;Incorrect_Format,;rate,86932
Chusei,Koperczak,F,225,862-5089,IOTA,LA,70543,S,Y,90000,6.0,4500,0,1000,True,;Incorrect_Format,;rate,177299
Khodi,Dresler,M,334,276-2580,RED BAY,AL,35582,M,N,60000,5.0,0,3000,0,True,;Incorrect_Format,;rate,128683
Abdou,McCarl,M,509,923-8784,WENATCHEE,WA,98807,M,N,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,92298
Refael,Leiva,F,229,422-6232,ATLANTA,GA,30325,M,N,25000,6.0,0,5400,0,True,;Incorrect_Format,;rate,48649
Luise,Goerigk,M,662,356-9931,UNION,MS,39365,S,Y,35000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,18143
Gwendal,Waheed,M,907,631-8624,SITKA,AK,99835,S,Y,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,126264
Alia,Philippatos,F,801,565-7069,SALT LAKE CITY,UT,84141,M,Y,15000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,195097
Manjunath,Segond,F,307,858-9029,JELM,WY,82063,M,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,96517
Agostinho,Hedlund,F,801,267-3342,TREMONTON,UT,84337,M,Y,45000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,81334
Itsik,Handke,M,239,883-6028,COCOA,FL,32926,S,N,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,51715
Jernej,Dougherty,M,425,672-7090,LACEY,WA,98509,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,74119
Nevenka,Laqua,M,863,740-7509,EASTLAKE WEIR,FL,32133,S,Y,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,43930
Sivarama,Kagi,M,501,177-1532,WALCOTT,AR,72474,S,Y,100000,7.0,20,0,20,True,;Incorrect_Format,;rate,173779
Seokwon,Greco,M,907,395-3786,SOUTH NAKNEK,AK,99670,S,N,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,23747
van,Sewelson,F,813,559-9790,NEW PORT RICHEY,FL,34656,S,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,3438
Hon,Koschke,F,307,646-7850,WAMSUTTER,WY,82336,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,88637
Tareq,Wixon,F,907,220-1060,NIKOLAI,AK,99691,M,Y,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,86043
Jasmina,Peter,M,907,888-1023,KWIGILLINGOK,AK,99622,S,Y,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,74138
Narasimha,Senzako,M,907,329-9923,SELDOVIA,AK,99663,M,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,110150
Kuninobu,Recio,F,702,845-3757,LAS VEGAS,NV,89137,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,61266
JoAnne,Cesareni,M,801,199-1620,SALT LAKE CITY,UT,84105,M,Y,75000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,49527
Chenhua,Eldridge,F,731,930-1983,SHILOH,TN,38376,M,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,192184
Melinda,Morschel,M,832,417-6864,BRACKETTVILLE,TX,78832,M,Y,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,159085
Hergen,Oberweis,M,801,990-9486,OGDEN,UT,84404,S,N,100000,7.0,2475,0,0,True,;Incorrect_Format,;rate,125837
Ilyong,Gonthier,M,541,545-8647,PORTLAND,OR,97216,S,Y,100000,9.0,159,0,159,True,;Incorrect_Format,;rate,133296
Mazen,Anderaa,F,423,578-7384,MEMPHIS,TN,38122,S,N,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,54889
Junping,Pulidas,M,253,177-8011,CURTIS,WA,98538,S,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,146768
Jawahar,Petrakis,F,678,446-6811,GUYTON,GA,31312,S,N,85000,6.0,2700,0,0,True,;Incorrect_Format,;rate,150443
Kek,Aponte,F,435,751-2983,FILLMORE,UT,84631,S,N,85000,7.0,2475,0,0,True,;Incorrect_Format,;rate,65019
