f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,pk
Daan,Murta,M,605,326-2509,SPEARFISH,SD,57783,M,N,60000,0.0,0,0,0,64162
Josina,Ayari,F,202,432-9267,WASHINGTON,DC,20032,M,N,30000,9.0,0,2740,0,64173
Iksoo,Moharir,F,307,555-8439,GILLETTE,WY,82718,M,Y,30000,0.0,0,0,0,64185
Vassilis,Tzafestas,M,901,444-3840,MEMPHIS,TN,38173,M,N,85000,0.0,0,0,0,64235
Javan,Sandin,F,202,825-7238,WASHINGTON NAVY YARD,DC,20376,S,N,40000,9.0,1370,0,0,64263
Eddy,Shelburne,M,605,443-5211,SIOUX FALLS,SD,57195,S,N,75000,0.0,0,0,0,64275
Bijan,Dessi,M,615,460-1895,BRIGHTON,TN,38011,S,Y,20000,0.0,0,0,0,64292
Marta,Hjalmtysson,M,727,338-8877,PANAMA CITY,FL,32412,M,Y,40000,0.0,0,0,0,64444
Olavi,Callen,M,931,359-1244,MEMPHIS,TN,38190,M,Y,35000,0.0,0,0,0,64466
Jiaofeng,Salvail,F,769,959-7257,HORN LAKE,MS,38637,S,Y,20000,5.0,6000,0,1500,64525
Hovav,Ullman,M,606,223-4538,ERMINE,KY,41815,S,Y,90000,6.0,20,0,20,64529
Tobun,Clint,F,435,383-4866,GUNLOCK,UT,84733,M,N,75000,7.0,0,4950,0,64543
Kazutaka,Dickey,F,479,574-6303,MORROW,AR,72749,S,N,65000,7.0,20,0,0,64560
Alfio,Bahcekapili,M,304,309-6035,TERRA ALTA,WV,26764,M,Y,10000,3.0,0,4000,2000,64570
Berndt,Sherrell,M,205,618-4941,BRUNDIDGE,AL,36010,S,N,75000,5.0,1500,0,0,64580
Hongjing,Birchall,M,605,276-5873,HOWES,SD,57748,S,Y,50000,0.0,0,0,0,64666
Benn,Lackinger,F,615,869-8233,MEMPHIS,TN,38177,M,Y,5000,0.0,0,0,0,64734
Yoshikatsu,Badache,F,702,402-7956,RENO,NV,89519,M,Y,90000,0.0,0,0,0,64855
Francisca,Braschler,F,786,659-8230,LARGO,FL,33778,M,N,60000,0.0,0,0,0,64886
Arkadi,Callegarin,M,775,120-2225,VERDI,NV,89439,M,N,45000,0.0,0,0,0,64895
Lorien,Rylands,M,228,865-2862,CLARKSDALE,MS,38614,M,Y,50000,5.0,0,12000,1500,64914
Russ,Brule,M,907,497-6136,KIANA,AK,99749,M,N,65000,0.0,0,0,0,64933
Luke,Famili,M,307,720-1240,HILLSDALE,WY,82060,M,Y,40000,0.0,0,0,0,64998
Kek,Aponte,F,435,751-2983,FILLMORE,UT,84631,S,N,85000,7.0,2475,0,0,65019
Alaa,Dubinsky,F,425,129-5922,CHEWELAH,WA,99109,M,N,10000,0.0,0,0,0,65088
Yoshitaka,Bluthgen,M,309,495-4391,HOFFMAN ESTATES,IL,60192,S,Y,10000,3.0,2000,0,2000,65110
Junsik,Tautenhahn,M,360,250-6138,LIBERTY LAKE,WA,99019,M,Y,95000,0.0,0,0,0,65142
Houssem,Tabor,M,870,281-8010,LEPANTO,AR,72354,M,Y,30000,7.0,0,40,20,65146
Kenzo,Kugler,F,843,396-5558,MYRTLE BEACH,SC,29578,M,Y,25000,7.0,0,6600,3300,65169
Neda,Skansholm,F,501,946-6960,BISCOE,AR,72017,M,N,40000,7.0,0,40,0,65181
Noriyoshi,Basnet,M,307,715-7909,CASPER,WY,82604,S,Y,5000,0.0,0,0,0,65232
Zanoni,Miranker,F,605,934-2964,WITTEN,SD,57584,S,Y,10000,0.0,0,0,0,65335
Monty,Volovik,M,229,701-8170,SAVANNAH,GA,31416,M,Y,45000,6.0,0,5400,3000,65607
Sanjaya,Brush,F,256,673-3575,ARITON,AL,36311,S,N,30000,5.0,1500,0,0,65729
Hisham,Pidd,M,202,883-1941,WASHINGTON,DC,20405,S,N,30000,9.0,1370,0,0,65731
Huichun,Sangal,M,501,218-2189,YELLVILLE,AR,72687,M,N,80000,7.0,0,40,0,65755
Steven,Cooperband,M,775,207-6428,LAS VEGAS,NV,89199,S,Y,45000,0.0,0,0,0,65783
Wenceslas,Westin,M,217,129-9189,YATES CITY,IL,61572,M,N,25000,3.0,0,4000,0,65805
Andy,Fordan,F,678,917-9341,JAKIN,GA,39861,M,Y,15000,6.0,0,5400,3000,65816
Subhas,Karasik,F,307,366-3634,JACKSON,WY,83001,M,Y,25000,0.0,0,0,0,65830
Surnjani,Kakkar,M,605,516-6935,ELLSWORTH AFB,SD,57706,M,Y,20000,0.0,0,0,0,65878
Martyne,Kneece,F,907,748-3772,MARSHALL,AK,99585,S,Y,75000,0.0,0,0,0,65902
Jinxin,Bry,M,605,271-4489,CHANCELLOR,SD,57015,S,N,100000,0.0,0,0,0,65906
Yingnan,Semmens,M,318,175-5895,NEW ORLEANS,LA,70145,S,N,80000,6.0,4500,0,0,65922
Berndt,Dussa,M,228,601-5999,CARRIERE,MS,39426,S,N,30000,5.0,6000,0,0,65972
Zhijun,Wenguo,M,706,512-4701,ATLANTA,GA,39901,S,N,15000,6.0,2700,0,0,66004
Shiv,Bekakos,F,843,888-8118,CLEMSON,SC,29632,M,Y,30000,7.0,0,6600,3300,66013
Umang,Lefering,M,865,536-3009,NASHVILLE,TN,37218,S,Y,80000,0.0,0,0,0,66019
Tariq,Forier,F,865,374-5524,INDIAN MOUND,TN,37079,M,Y,30000,0.0,0,0,0,66062
Stasys,Derby,M,662,334-5815,WASHINGTON,MS,39190,S,Y,70000,5.0,6000,0,1500,66116
Danial,Dehkordi,M,541,713-6938,OTTER ROCK,OR,97369,S,Y,70000,9.0,159,0,159,66122
Seokwon,Couvreur,M,775,768-4747,GARDNERVILLE,NV,89410,S,Y,10000,0.0,0,0,0,66182
Cornelis,Winograd,F,843,559-5870,SLATER,SC,29683,S,N,100000,7.0,3300,0,0,66203
Roa,Kovalyov,F,386,505-3820,TALLAHASSEE,FL,32304,S,Y,85000,0.0,0,0,0,66230
Donny,Krikelis,F,435,479-6256,HURRICANE,UT,84737,S,N,85000,7.0,2475,0,0,66269
Jani,Simovici,M,636,399-6505,STEWARTSVILLE,MO,64490,S,N,25000,6.0,2100,0,0,66283
Lucja,Lehtovaara,M,425,624-7323,VANCOUVER,WA,98663,S,N,85000,0.0,0,0,0,66330
Honghui,Barnhill,M,425,620-2785,QUINAULT,WA,98575,S,Y,10000,0.0,0,0,0,66337
Shaul,Hershko,F,312,612-3955,ROSICLARE,IL,62982,M,N,20000,3.0,0,4000,0,66396
Jianming,Lanneluc,F,202,266-4326,WASHINGTON,DC,20507,S,Y,80000,9.0,1370,0,1370,66443
Joanne,Neimat,M,816,482-2106,MARQUAND,MO,63655,S,N,70000,6.0,2100,0,0,66452
Kazumasa,Guillier,F,830,501-5827,CORPUS CHRISTI,TX,78401,S,Y,30000,0.0,0,0,0,66504
Nailja,Emele,M,541,833-7119,LINCOLN CITY,OR,97367,M,N,95000,9.0,0,318,0,66523
Pierto,Emond,M,660,731-7627,HARDIN,MO,64035,M,N,75000,6.0,0,4200,0,66527
Yunyao,Ayari,F,509,385-6528,SEATTLE,WA,98121,S,Y,90000,0.0,0,0,0,66543
Gaofeng,Filipponi,M,334,713-8253,MARGARET,AL,35112,M,Y,25000,5.0,0,3000,300,66578
Trung,Imataki,F,425,325-1486,BONNEY LAKE,WA,98391,S,N,5000,0.0,0,0,0,66601
Rajendra,Dastidar,F,636,836-5655,SPARTA,MO,65753,S,Y,100000,6.0,2100,0,1200,66707
Sahibsingh,Renous,F,702,414-9644,RENO,NV,89510,S,N,15000,0.0,0,0,0,66732
Object,Rino,M,731,715-8982,BRADEN,TN,38010,M,Y,45000,0.0,0,0,0,66743
Saburo,Shimono,M,314,180-7962,BARNHART,MO,63012,M,Y,40000,6.0,0,4200,1200,66801
Myung,Chaudhury,F,307,385-2985,LARAMIE,WY,82073,S,N,90000,0.0,0,0,0,66827
Zeng,Tait,F,864,504-6423,PINELAND,SC,29934,M,Y,15000,7.0,0,6600,3300,66832
Jinkun,Mamelak,M,907,829-3425,KAKTOVIK,AK,99747,S,N,45000,0.0,0,0,0,66837
Kenroku,Sergot,F,305,952-7183,GAINESVILLE,FL,32609,M,Y,75000,0.0,0,0,0,66850
Xinyao,Decaestecker,F,770,924-9383,VALDOSTA,GA,31602,S,Y,85000,6.0,2700,0,3000,66910
Remzi,Plantinga,F,864,903-2308,EFFINGHAM,SC,29541,M,Y,80000,7.0,0,6600,3300,66950
Xiahua,Hagersten,F,815,497-2828,SULLIVAN,IL,61951,M,Y,80000,3.0,0,4000,2000,66970
Ramasamy,Chellappa,M,360,381-4901,LYLE,WA,98635,S,N,85000,0.0,0,0,0,67115
Dursun,Hinsberger,F,971,869-7481,LEBANON,OR,97355,S,Y,35000,9.0,159,0,159,67156
Gus,Ogunfunmi,M,202,829-5332,WASHINGTON,DC,20559,M,Y,85000,9.0,0,2740,1370,67219
Dinah,Higuchi,M,503,805-4098,PROSPECT,OR,97536,M,N,50000,9.0,0,318,0,67242
Byungho,Beoumes,M,502,412-8844,GAMALIEL,KY,42140,S,Y,90000,6.0,20,0,20,67255
Rolando,ORiain,F,304,153-7559,ALKOL,WV,25501,S,N,5000,3.0,2000,0,0,67317
Kumiko,Nakatani,M,435,845-4709,ELBERTA,UT,84626,M,N,80000,7.0,0,4950,0,67335
Sangchul,Leinemann,M,228,149-2722,GOODMAN,MS,39079,M,Y,75000,5.0,0,12000,1500,67336
Srivas,Coe,F,573,905-9902,BUCKLIN,MO,64631,M,Y,20000,6.0,0,4200,1200,67362
Kam,Schuiere,M,503,112-7447,LAKE OSWEGO,OR,97034,S,N,65000,9.0,159,0,0,67391
Rens,Chitson,M,425,200-8134,TACOMA,WA,98446,S,N,55000,0.0,0,0,0,67403
Kalyani,Uppaluru,M,859,626-9738,HUDDY,KY,41535,M,Y,85000,6.0,0,40,20,67470
Xiangyang,Lafortune,M,435,993-6547,SALT LAKE CITY,UT,84165,M,Y,15000,7.0,0,4950,2475,67488
Nadia,Pfefferer,F,843,485-4806,NESMITH,SC,29580,M,N,90000,7.0,0,6600,0,67531
Peter,Pazienza,F,936,496-4036,JERMYN,TX,76459,S,Y,65000,0.0,0,0,0,67537
Jahnavi,Wiederhold,M,224,732-1905,WONDER LAKE,IL,60097,S,N,40000,3.0,2000,0,0,67596
Margie,Galatescu,F,702,201-3943,RENO,NV,89503,S,N,60000,0.0,0,0,0,67621
Shem,Tzerpos,F,605,819-9467,BRANDON,SD,57005,M,N,80000,0.0,0,0,0,67625
Dinabandhu,Iliopoulos,F,864,767-9212,BLACKSBURG,SC,29702,M,Y,85000,7.0,0,6600,3300,67656
Carolyn,Zamboni,M,816,715-6816,ELSBERRY,MO,63343,M,N,75000,6.0,0,4200,0,67700
Narendra,Kubicar,F,940,608-6369,RIVIERA,TX,78379,M,N,30000,0.0,0,0,0,67761
Sabrina,Bolbourn,F,707,918-5585,HAYFORK,CA,96041,S,N,5000,1.0,87,0,0,67770
Yasumasa,Murillo,M,509,401-8663,DUVALL,WA,98019,M,Y,25000,0.0,0,0,0,67814
Farida,Spell,F,225,125-6912,NEW ORLEANS,LA,70131,M,Y,30000,6.0,0,9000,1000,67819
Ryutaro,Complak,M,870,651-1458,HENDERSON,AR,72544,M,N,90000,7.0,0,40,0,67906
Yoon,Shackel,F,907,283-1885,ARCTIC VILLAGE,AK,99722,S,N,60000,0.0,0,0,0,67972
Usama,Schachter,M,817,509-8180,MASON,TX,76856,M,N,15000,0.0,0,0,0,67976
Thibault,Palfreyman,F,816,583-7432,MIDDLETOWN,MO,63359,M,Y,20000,6.0,0,4200,1200,67995
Patiwat,Cagman,M,202,825-8135,WASHINGTON,DC,20053,S,N,50000,9.0,1370,0,0,68030
Daina,Symes,M,386,352-6983,JACKSONVILLE,FL,32244,M,Y,80000,0.0,0,0,0,68034
Pengyuan,Bullock,F,501,600-9579,CHEROKEE VILLAGE,AR,72525,S,Y,45000,7.0,20,0,20,68129
Franco,Rathonyi,M,605,277-7153,ANDOVER,SD,57422,S,Y,50000,0.0,0,0,0,68197
Velimir,Johnsson,M,509,496-9250,CHEWELAH,WA,99109,M,Y,25000,0.0,0,0,0,68297
Ojelanki,Golm,M,865,719-9167,GERMANTOWN,TN,38139,S,N,25000,0.0,0,0,0,68299
Fen,Chiola,F,971,614-2609,JOHN DAY,OR,97845,M,N,70000,9.0,0,318,0,68302
Timo,Abbas,M,501,215-2604,ONEIDA,AR,72369,M,N,50000,7.0,0,40,0,68304
Hujun,Gamerman,M,907,952-6832,LARSEN BAY,AK,99624,M,Y,10000,0.0,0,0,0,68335
Huimin,Stockmeyer,F,605,645-6856,ELLSWORTH AFB,SD,57706,S,Y,5000,0.0,0,0,0,68361
Shelli,Roure,M,307,209-2678,VETERAN,WY,82243,M,Y,25000,0.0,0,0,0,68422
Aparna,Czarnecki,M,501,670-9501,CORD,AR,72524,S,N,40000,7.0,20,0,0,68430
Mandell,ORiain,F,865,768-6882,KNOXVILLE,TN,37916,S,N,65000,0.0,0,0,0,68431
Rutger,Sejnowski,F,360,832-6980,TONASKET,WA,98855,S,N,85000,0.0,0,0,0,68454
Rei,Scollo,F,509,847-5807,INCHELIUM,WA,99138,M,N,45000,0.0,0,0,0,68501
Dulcineia,Sikka,F,708,960-4183,CHICAGO,IL,60632,S,N,45000,3.0,2000,0,0,68508
Diogenes,Schaar,M,702,621-3926,JARBIDGE,NV,89826,S,Y,45000,0.0,0,0,0,68525
Fairouz,Munetoh,M,605,929-5147,RALPH,SD,57650,M,N,85000,0.0,0,0,0,68536
Gurushankar,Bajoga,F,731,475-5827,HELENWOOD,TN,37755,S,Y,60000,0.0,0,0,0,68612
Venkatesan,Cichocki,M,936,729-6128,CUNEY,TX,75759,S,N,70000,0.0,0,0,0,68613
Jerri,Ulupinar,F,360,904-8417,PALOUSE,WA,99161,M,Y,75000,0.0,0,0,0,68665
Takenobu,Breugel,M,702,272-5125,DENIO,NV,89404,S,N,25000,0.0,0,0,0,68690
Batya,Shepherdson,F,307,154-1598,GLENROCK,WY,82637,S,Y,45000,0.0,0,0,0,68714
Oleg,Jarzembski,M,205,276-3133,BIRMINGHAM,AL,35207,S,N,90000,5.0,1500,0,0,68722
Gopalakrishnan,Gausemeier,M,662,946-8782,PRESTON,MS,39354,S,N,55000,5.0,6000,0,0,68740
Christoforos,Czeck,M,251,494-7059,REMLAP,AL,35133,M,Y,75000,5.0,0,3000,300,68750
Hayato,Boffa,F,605,436-3335,HOWES,SD,57748,S,Y,85000,0.0,0,0,0,68766
Shigeyuki,Newstetter,F,352,452-6568,TALLAHASSEE,FL,32310,S,Y,25000,0.0,0,0,0,68770
Marisela,Pasztor,M,801,666-2282,CIRCLEVILLE,UT,84723,S,N,75000,7.0,2475,0,0,68813
Dagmar,Olagunju,F,769,414-4157,BOGUE CHITTO,MS,39629,M,N,20000,5.0,0,12000,0,68827
Tokuji,Iscoe,M,870,543-5097,IMBODEN,AR,72434,S,Y,55000,7.0,20,0,20,68848
Jane,Heiler,F,907,785-1490,OUZINKIE,AK,99644,M,N,30000,0.0,0,0,0,68907
Rowena,Reus,M,979,534-7012,LOS INDIOS,TX,78567,S,Y,15000,0.0,0,0,0,68912
Asat,Yoshizawa,M,870,374-4629,HARDY,AR,72542,S,Y,85000,7.0,20,0,20,68929
Manjote,Deak,M,225,993-2736,NEW ORLEANS,LA,70123,S,N,60000,6.0,4500,0,0,68993
Changming,Parisi,F,573,280-7992,SAVANNAH,MO,64485,S,N,65000,6.0,2100,0,0,69105
Becky,Shemesh,M,314,796-7107,INDEPENDENCE,MO,64054,M,N,85000,6.0,0,4200,0,69113
Rahim,Cooperstock,M,307,954-8025,BAIROIL,WY,82322,S,Y,100000,0.0,0,0,0,69119
Annie,Wendel,F,706,247-8007,RUPERT,GA,31081,M,Y,35000,6.0,0,5400,3000,69124
Hisayuki,Caneghem,F,202,301-9873,WASHINGTON,DC,20424,M,N,70000,9.0,0,2740,0,69131
Yukihisa,Meter,F,307,148-1661,JELM,WY,82063,M,N,55000,0.0,0,0,0,69224
Denis,Nandavar,F,936,978-5195,DALLAS,TX,75283,S,Y,45000,0.0,0,0,0,69229
Marilde,Bent,F,775,770-3039,LAS VEGAS,NV,89126,S,N,100000,0.0,0,0,0,69401
Hirohito,Condotta,M,702,765-8978,LAS VEGAS,NV,89120,M,N,100000,0.0,0,0,0,69551
Rachid,Ercolani,M,202,154-2517,WASHINGTON,DC,20011,S,N,80000,9.0,1370,0,0,69568
Zeger,Petri,F,803,498-8954,MC CONNELLS,SC,29726,S,N,75000,7.0,3300,0,0,69620
Pim,Salowe,F,601,974-6795,LAWRENCE,MS,39336,M,N,25000,5.0,0,12000,0,69630
Philippas,Karavelas,F,360,600-7179,MUKILTEO,WA,98275,S,Y,100000,0.0,0,0,0,69666
Tedd,Parmee,M,845,107-2950,BINGHAMTON,NY,13901,S,N,5000,4.0,0,0,0,69703
M'hamed,Iijima,M,860,553-8190,WEST HARTFORD,CT,6133,M,N,55000,5.0,0,24500,0,69704
Fredric,Sirmakessis,M,828,101-1397,CHARLOTTE,NC,28229,M,N,10000,6.0,0,6600,0,69769
Bernd,Brooke,M,224,627-5117,ROCKFORD,IL,61103,M,Y,95000,3.0,0,4000,2000,69773
Leah,Tall,F,770,400-4929,WARWICK,GA,31796,M,Y,35000,6.0,0,5400,3000,69780
Aditi,Bus,F,678,462-6785,LAGRANGE,GA,30261,S,Y,35000,6.0,2700,0,3000,69786
Wing,Hikichi,F,206,545-8687,FEDERAL WAY,WA,98003,S,N,25000,0.0,0,0,0,69853
Jogesh,Nitsch,M,224,628-3354,EAST SAINT LOUIS,IL,62207,M,N,10000,3.0,0,4000,0,69896
Daisuke,Jespers,M,256,487-2683,COLUMBIA,AL,36319,S,N,100000,5.0,1500,0,0,69902
Filomena,Gurevitch,M,307,960-2829,LEITER,WY,82837,S,N,80000,0.0,0,0,0,70085
Gal,Brendel,M,615,863-7968,DYERSBURG,TN,38025,S,Y,10000,0.0,0,0,0,70095
Velimir,Kahl,M,318,878-4693,BATON ROUGE,LA,70809,S,Y,60000,6.0,4500,0,1000,70119
Rockford,BaronLaurie,F,479,380-6630,BATESVILLE,AR,72501,M,Y,30000,7.0,0,40,20,70137
Syed,Kaul,M,256,780-9149,MOULTON,AL,35650,S,N,5000,5.0,1500,0,0,70138
Dusanka,Nations,M,859,268-9054,LOUISVILLE,KY,40245,M,Y,80000,6.0,0,40,20,70187
Donny,Bradey,F,636,276-6174,LA GRANGE,MO,63448,S,Y,30000,6.0,2100,0,1200,70188
Guillermo,Terziyan,F,912,503-1111,MOUNTAIN CITY,GA,30562,S,N,25000,6.0,2700,0,0,70221
Teruaki,Hebert,M,816,262-7307,KOELTZTOWN,MO,65048,S,N,55000,6.0,2100,0,0,70241
Mongi,Gorz,M,503,441-9218,ASHLAND,OR,97520,M,Y,55000,9.0,0,318,159,70255
Shengrui,Tabah,F,912,730-2549,GOOD HOPE,GA,30641,M,N,75000,6.0,0,5400,0,70264
Luk,Nastar,F,318,411-9978,SHREVEPORT,LA,71138,M,N,80000,6.0,0,9000,0,70297
Oivind,Embury,F,202,446-7254,WASHINGTON,DC,20429,S,Y,40000,9.0,1370,0,1370,70313
Guihai,McKinlay,M,801,711-2358,HONEYVILLE,UT,84314,M,N,100000,7.0,0,4950,0,70394
Mukund,Haraguchi,M,773,754-4006,BONE GAP,IL,62815,M,Y,55000,3.0,0,4000,2000,70480
Hongfei,Statz,M,337,145-6092,GRAND CHENIER,LA,70643,S,Y,10000,2.0,4500,0,1000,70498
Peikun,Leahy,F,314,327-6581,DORA,MO,65637,S,N,15000,6.0,2100,0,0,70677
Ivelin,Terral,F,801,687-3120,WEST JORDAN,UT,84088,M,N,75000,7.0,0,4950,0,70742
Chengjie,Zabih,F,615,317-1560,CLEVELAND,TN,37312,S,Y,85000,0.0,0,0,0,70779
Hongfei,Slyke,M,985,196-7873,DUBBERLY,LA,71024,M,N,80000,6.0,0,9000,0,70840
Roelof,Marwedel,F,281,287-5499,STAPLES,TX,78670,M,N,85000,0.0,0,0,0,70843
Cezary,Hedges,F,865,744-7033,COLLINWOOD,TN,38450,M,Y,30000,0.0,0,0,0,70885
Sinh,Tsumoto,F,931,667-9902,KNOXVILLE,TN,37919,S,N,85000,0.0,0,0,0,70910
Renganathan,Ranka,M,509,711-4730,ENTIAT,WA,98822,S,N,90000,0.0,0,0,0,70936
Ladjel,Dao,M,662,371-5311,PATTISON,MS,39144,M,Y,25000,5.0,0,12000,1500,70937
Sebastiano,Rajlich,F,713,971-6176,WHEELOCK,TX,77882,S,N,60000,0.0,0,0,0,70942
Changho,Merro,F,706,169-1582,MACON,GA,31203,M,Y,45000,6.0,0,5400,3000,71027
Ragnuthan,Fiebach,F,605,192-5579,TEA,SD,57064,S,N,25000,0.0,0,0,0,71061
Vaughn,Zimmermann,F,504,887-6720,FOLSOM,LA,70437,M,N,85000,6.0,0,9000,0,71067
Salah,Dutra,F,971,694-7378,PORTLAND,OR,97216,S,Y,100000,9.0,159,0,159,71119
Vanio,Wallrath,F,309,705-9720,AURORA,IL,60503,S,Y,45000,3.0,2000,0,2000,71196
Aline,Garrabrants,M,769,963-3471,COLUMBUS,MS,39701,S,N,15000,5.0,6000,0,0,71236
Jianqiang,Rapp,F,931,874-5943,MEMPHIS,TN,38145,M,Y,30000,0.0,0,0,0,71303
Yanjie,Suermann,F,601,437-5888,GRENADA,MS,38901,S,Y,90000,5.0,6000,0,1500,71335
Marcelino,Plesums,F,479,511-8734,WHELEN SPRINGS,AR,71772,S,N,80000,7.0,20,0,0,71354
Motofumi,Kerm,M,773,728-7453,ORION,IL,61273,S,N,40000,3.0,2000,0,0,71366
Fadila,Dou,F,775,589-9794,MOAPA,NV,89025,S,N,70000,0.0,0,0,0,71381
Xiaolang,Raje,F,334,579-4090,HUNTSVILLE,AL,35812,M,Y,10000,5.0,0,3000,300,71392
Tuomas,Gryl,F,985,969-9385,JENA,LA,71342,S,N,65000,6.0,4500,0,0,71397
Ferdi,Coe,M,971,183-2945,PORTLAND,OR,97231,S,Y,20000,9.0,159,0,159,71411
Farokh,Berstis,M,605,969-4484,SIOUX FALLS,SD,57105,S,N,30000,0.0,0,0,0,71418
Shaowei,Laplante,M,334,877-8997,CLAY,AL,35048,S,N,85000,5.0,1500,0,0,71431
Julian,Portinale,F,202,727-8622,WASHINGTON,DC,20533,M,N,40000,9.0,0,2740,0,71443
Shinji,Kusakari,F,360,329-9711,YACOLT,WA,98675,S,N,45000,0.0,0,0,0,71464
Sadamu,Jushchenko,M,636,755-6874,HURDLAND,MO,63547,S,Y,20000,6.0,2100,0,1200,71482
Lisbeth,Praus,F,907,127-5369,SHAKTOOLIK,AK,99771,M,Y,30000,0.0,0,0,0,71522
Niranjan,Ratuski,M,830,514-8019,WESTHOFF,TX,77994,S,N,40000,0.0,0,0,0,71626
Kiam,Sonnenschein,F,985,321-1749,MAMOU,LA,70554,S,N,70000,6.0,4500,0,0,71642
JongMin,Minor,M,864,293-1204,COLUMBIA,SC,29292,S,N,50000,7.0,3300,0,0,71681
Ngoc,Sramek,M,228,537-3470,ACKERMAN,MS,39735,M,N,100000,5.0,0,12000,0,71685
Yanggon,Holburn,M,307,426-5339,LONETREE,WY,82936,M,N,95000,0.0,0,0,0,71745
Pramod,Gjerlov,M,417,797-1150,SHELBINA,MO,63468,S,N,35000,6.0,2100,0,0,71770
Hisayuki,Cuadrado,F,307,960-6932,WOLF,WY,82844,S,N,75000,0.0,0,0,0,71792
JooFung,Elihai,M,251,425-3294,PINCKARD,AL,36371,M,Y,65000,5.0,0,3000,300,71827
Manas,Bassiouni,F,863,820-5809,PONCE DE LEON,FL,32455,S,N,75000,0.0,0,0,0,71830
Noppanunt,Sawada,F,605,731-6432,CASTLEWOOD,SD,57223,S,N,90000,0.0,0,0,0,71863
Roswita,Kodera,M,337,886-2495,KINDER,LA,70648,M,N,55000,6.0,0,9000,0,71909
Daria,Gusat,F,850,928-7818,BOCA RATON,FL,33486,S,Y,50000,0.0,0,0,0,71931
Naim,Merhav,F,702,975-6230,LAS VEGAS,NV,89164,M,N,20000,0.0,0,0,0,71956
Agenor,Seinturier,F,605,907-6556,BRIDGEWATER,SD,57319,S,Y,95000,0.0,0,0,0,71961
Courtland,Giavitto,F,229,725-3562,JACKSON,GA,30233,S,Y,95000,6.0,2700,0,3000,71978
Susannne,Pargas,F,662,154-4895,SALTILLO,MS,38866,M,N,90000,5.0,0,12000,0,72054
Tokuyasu,Kadota,F,803,418-1644,RAINS,SC,29589,S,N,80000,7.0,3300,0,0,72084
Akiyoshi,Alves,M,731,443-8154,WOODLAWN,TN,37191,S,N,15000,0.0,0,0,0,72138
Rona,Syre,F,314,880-9609,MYRTLE,MO,65778,M,Y,60000,6.0,0,4200,1200,72189
Naoto,Ramalingam,M,775,220-3405,INCLINE VILLAGE,NV,89451,M,Y,100000,0.0,0,0,0,72204
Sieu,Kleyle,F,202,244-2953,WASHINGTON,DC,20232,S,N,50000,9.0,1370,0,0,72208
Claudionor,Deverell,F,775,105-3825,WEST WENDOVER,NV,89883,M,N,10000,0.0,0,0,0,72227
Ovidiu,Scherbyna,M,662,131-5361,GREENVILLE,MS,38704,S,Y,20000,5.0,6000,0,1500,72245
Zhuopeng,Flotzinger,F,615,729-1545,UNICOI,TN,37692,M,Y,30000,0.0,0,0,0,72269
Ysolde,Kamperman,M,509,793-1967,VANCOUVER,WA,98682,S,Y,65000,0.0,0,0,0,72316
Miodrag,Pietrzykowski,M,307,289-1512,NATRONA,WY,82646,S,Y,55000,0.0,0,0,0,72366
Eckehard,Clair,M,202,910-8495,WASHINGTON,DC,20415,M,N,45000,9.0,0,2740,0,72419
Reiji,Sidebottom,M,971,216-9043,SALEM,OR,97312,S,N,10000,9.0,159,0,0,72450
Hoon,Latil,F,334,396-8904,OPP,AL,36467,S,N,30000,5.0,1500,0,0,72555
Aral,Wigg,M,307,198-9713,VETERAN,WY,82243,S,N,75000,0.0,0,0,0,72587
Rachad,Estlin,F,864,679-6277,NORTH CHARLESTON,SC,29420,M,N,45000,7.0,0,6600,0,72589
Cristopher,Svjatnyi,M,360,962-3463,DIXIE,WA,99329,M,Y,80000,0.0,0,0,0,72593
Stefen,Bidoit,F,850,171-2655,JACKSONVILLE,FL,32246,S,N,30000,0.0,0,0,0,72613
Suliman,Tanishita,F,618,573-5918,CHICAGO,IL,60653,S,N,45000,3.0,2000,0,0,72617
Gajendra,Sallet,F,660,708-8652,PURCELL,MO,64857,S,Y,45000,6.0,2100,0,1200,72628
Yonghoan,Ashley,F,479,226-9207,HOPE,AR,71801,M,Y,95000,7.0,0,40,20,72634
Ayee,Schlichter,F,870,681-5976,HOPE,AR,71801,M,N,70000,7.0,0,40,0,72638
Mohd,Maramtz,M,949,507-5035,SACRAMENTO,CA,94256,S,Y,5000,1.0,87,0,272,72645
Manju,Sutre,M,205,293-2840,BIRMINGHAM,AL,35295,M,Y,65000,5.0,0,3000,300,72656
Periklis,Berqvist,F,503,945-2624,EUGENE,OR,97404,S,Y,45000,9.0,159,0,159,72684
Vasilii,Pour,M,816,118-4833,SAGINAW,MO,64864,S,Y,100000,6.0,2100,0,1200,72704
Yah,Carrive,F,912,666-3098,HAWKINSVILLE,GA,31036,M,Y,90000,6.0,0,5400,3000,72725
Suryanarayana,Schatz,F,832,388-9355,WEST POINT,TX,78963,M,N,10000,0.0,0,0,0,72774
Vangalur,Cusack,M,954,860-4381,MEXICO BEACH,FL,32410,M,Y,15000,0.0,0,0,0,72779
Akida,Simao,F,205,400-7379,JACKSON,AL,36545,S,Y,85000,5.0,1500,0,300,72857
